Number_of_Customers,Menu_Price,Marketing_Spend,Cuisine_Type,Average_Customer_Spending,Promotions,Reviews,Monthly_Revenue
51,42.62994574,5.606689216,Mexican,32.47741014,1,76,405.1891926
70,24.94038732,13.74812728,American,14.47738313,0,36,366.1779693
31,31.05996777,0.489968965,Italian,34.38023564,0,80,158.3399963
30,14.49217378,6.122746818,Italian,32.73727817,1,20,146.6532546
79,10.10336059,10.98260673,American,41.67972134,1,43,304.3043918
10,35.51940823,12.64179659,Italian,49.46750446,1,18,261.672131
14,30.60700681,11.54081329,Mexican,20.03493887,0,70,193.1946485
21,33.74154276,13.95512552,Japanese,30.38625803,0,7,227.7738898
99,41.74975402,0.121774965,American,46.35461625,1,76,285.1572148
55,35.86423654,2.018824,Mexican,41.40759538,0,65,342.8978375
43,16.99093771,17.37888505,American,29.49625212,1,40,280.9039375
58,24.43090076,13.63497288,American,47.81486598,1,74,262.2404707
87,46.23564419,2.258632854,Italian,12.28946774,1,87,366.2153963
99,40.79778801,16.84148875,Italian,47.23994479,1,69,393.0292532
54,32.26548232,4.844624356,Mexican,12.0202957,1,60,262.0070617
36,20.22579991,9.565197684,American,31.89218976,1,25,251.2230906
82,22.08242007,2.903930258,Italian,45.61763792,1,70,367.8091836
35,39.2783227,14.20220113,Italian,20.50883774,0,82,265.850783
56,44.04697043,13.33708842,American,28.88993996,1,69,278.8031741
95,36.85698678,4.222249423,Mexican,22.97315517,0,28,337.7828919
65,42.38119903,17.26801534,Mexican,48.08575668,1,65,293.8505188
72,40.66624541,8.026120484,American,42.94582379,1,18,395.0988777
57,15.98815872,5.850301821,Mexican,38.36006045,0,67,302.4194781
70,26.95779252,3.046591789,Italian,33.50507946,0,57,300.2114316
90,16.11935203,5.32336025,American,42.82367157,1,69,383.6502538
35,19.40942339,0.440538424,Italian,25.69068166,0,56,133.5035742
45,44.77038499,11.66514985,Japanese,27.9020742,1,36,283.3447157
10,28.91567863,16.84461493,Japanese,39.20006884,1,60,130.3139074
17,31.41432407,10.97960899,Mexican,24.31019053,0,91,162.8811506
61,17.13783861,4.385479238,Japanese,12.55603768,0,29,155.1209845
88,22.49087144,0.673383564,Italian,12.97338436,0,70,346.4633262
56,19.20984674,4.292561465,Japanese,14.61451205,0,72,255.5380316
65,18.24744658,8.322428561,Italian,44.78725293,1,24,340.035489
95,35.51843173,15.19222857,Mexican,28.88905703,0,96,446.2173328
23,20.27535391,3.756857051,Mexican,38.51529477,0,64,133.2447446
99,35.28061944,14.39582907,Italian,25.71637342,0,5,386.2982019
37,12.33818456,17.33866937,Japanese,20.3484379,0,17,246.3065685
96,15.67097574,9.078936962,Mexican,23.8876867,0,9,425.3635387
87,20.98161016,16.42863983,American,41.76729381,1,91,280.9195953
97,33.88187668,11.09314696,Mexican,35.008645,1,10,429.9535917
11,37.0336498,12.74181674,Japanese,47.5055912,0,96,223.4724251
35,27.70867867,10.52556921,American,37.18819114,0,64,166.4532554
23,27.83163658,9.263454335,Japanese,32.80726527,1,76,124.3513203
68,38.98067406,4.693068836,Italian,34.40784036,0,83,304.3613309
65,10.63284367,6.063881189,American,47.69485758,1,64,144.7677626
16,23.64360098,5.799402379,Japanese,41.52803719,1,51,145.5599182
12,42.74828228,11.26577862,American,10.96164949,0,66,133.9567022
32,34.12877641,2.39907386,Japanese,31.36558785,1,81,235.3064118
27,23.48908531,18.33583381,American,37.53353646,0,77,349.0280256
47,46.22099169,14.41310291,Japanese,39.94793914,0,30,238.5298558
24,40.9049091,8.028912618,Italian,18.52568477,1,90,228.8607504
73,20.59581789,3.172482891,American,44.68709418,1,16,253.0129148
98,35.8115935,17.63984339,American,48.23372589,0,54,491.2183607
37,33.83002913,16.4755618,American,19.46861223,1,92,210.3784868
83,26.04751656,14.43443105,American,45.3046183,0,35,399.7177251
48,24.67824317,5.430940948,Italian,13.8791505,1,25,157.9260496
66,23.74241899,8.048932749,American,12.22827344,1,52,283.8639332
26,34.68623134,2.054965049,Mexican,15.168952,0,16,97.37470186
95,27.69639746,3.780790495,Italian,12.30964318,0,85,421.3262292
99,43.27452453,15.66033275,Mexican,43.80048949,0,24,412.8267037
53,36.78410465,14.30077438,American,12.36200578,1,1,292.9773267
34,12.79726423,11.86971526,Japanese,20.86656765,0,85,177.7478129
26,35.60672895,17.91453452,Mexican,14.15025374,0,4,239.9446093
22,20.84589746,11.66533036,American,21.81688145,1,3,140.9721287
93,33.71247967,9.339359999,Mexican,13.6223787,1,35,377.5466092
34,37.20527724,6.807414926,American,36.72013003,0,5,241.9126099
77,19.23316757,18.80897011,American,15.33307265,0,20,413.9285081
19,28.2743458,1.65430923,American,44.07383703,0,76,63.12670942
76,17.61299451,18.61774744,Japanese,42.68764203,0,88,410.645005
27,12.09355503,16.5342932,Mexican,10.54646742,1,25,239.9978938
95,25.13905694,2.598598491,Italian,45.82905422,1,54,326.6752724
43,24.51777087,11.29968715,Italian,11.15777267,0,38,166.2504057
17,49.81921963,17.33095963,Italian,19.5858314,0,83,219.5845681
49,27.85409405,11.43618327,Italian,11.29556551,0,32,207.8446009
92,23.34278198,18.14399643,American,23.43373948,1,13,542.4672824
51,33.21900027,18.85967634,Mexican,30.55466103,0,55,361.5436306
50,13.55069576,8.447690444,Mexican,41.86579476,0,99,195.3917426
15,48.46662944,7.546273228,Japanese,23.51926202,1,80,115.9683918
61,35.39840182,18.72642308,Mexican,38.21960099,1,20,388.7252796
35,40.1935128,13.50280122,Mexican,17.50017828,0,45,240.8328156
73,16.81911753,2.320453627,Mexican,40.02393827,0,15,268.7095592
68,26.37911412,0.845834984,Japanese,19.43986424,1,15,260.475397
65,26.90756454,11.29258102,Italian,15.74179024,0,83,312.0211561
68,42.87225776,18.60341931,Mexican,17.41635401,0,28,420.8392686
79,10.04946719,16.88497405,Japanese,17.28252516,1,91,362.8129601
42,22.03412433,13.51695493,Japanese,30.51451518,1,7,239.0709131
62,49.24945497,2.782316978,American,43.79190325,1,87,308.8429181
31,28.99546174,5.084627675,Japanese,13.18420308,0,2,109.6767795
30,25.30105121,17.51022453,Italian,38.27825274,1,88,279.2171329
79,14.79316008,3.656144733,Mexican,36.17385839,1,18,255.5759364
79,48.96658515,5.568788165,Japanese,44.90079807,0,96,358.8951704
13,10.80105424,2.592013024,Italian,19.76590242,0,65,145.0991174
84,39.487209,13.52216463,Japanese,28.00439435,1,78,466.0920367
71,40.74399219,18.87964611,Japanese,47.03309498,1,85,323.4522257
71,19.74626864,5.379360632,Japanese,36.39973801,0,73,254.7235652
33,36.86233774,9.508132157,Japanese,25.55073651,0,81,124.0926846
64,13.71716578,12.68679479,Japanese,15.25649531,1,21,305.9501209
18,20.28189066,19.98932496,Italian,20.49940032,1,45,200.7899088
12,41.51607953,2.0961613,Mexican,33.2486191,0,90,177.1210592
40,44.58744768,9.97141599,Mexican,38.7267179,1,12,217.9615588
49,34.33945651,7.702402398,Mexican,14.97687547,0,32,250.2667553
45,30.27353727,17.3164033,Mexican,33.9838904,1,4,184.9534427
33,16.37216082,9.51935462,Italian,32.01405115,0,89,213.333911
15,12.52436132,2.219550492,American,30.55821787,0,76,109.8213697
75,14.70596114,12.68848291,American,37.60492471,1,26,253.7858907
93,19.094292,15.41561237,Italian,43.4979838,1,77,298.4670263
84,23.66698008,0.057625033,Italian,22.91958733,0,23,333.0678659
13,25.23638102,17.17913371,Japanese,45.5604876,1,66,114.8993948
88,23.85287074,3.72046,Japanese,16.4253445,1,62,372.0462826
15,19.56221329,11.04138729,Japanese,16.92095479,1,93,123.7338349
60,30.38896987,8.315950014,Mexican,20.67088254,0,98,267.6772312
71,43.01144433,14.39307633,Japanese,14.78123478,1,47,390.2413143
66,21.18814154,7.423232296,American,19.21276899,1,62,218.6318728
75,47.69548076,17.39526353,Mexican,14.25647052,0,77,454.4659268
88,44.93346647,14.60992722,Japanese,42.87009668,1,11,436.2816219
84,16.47056845,12.95426342,Mexican,15.55875968,1,27,279.6345038
17,41.45103827,15.92481191,American,39.8919023,0,43,238.0279882
35,32.98349529,15.0804607,Japanese,11.91655472,0,92,222.0412565
60,32.66301449,0.718773498,American,47.9408131,1,42,155.7640963
54,25.64171052,7.894687077,American,38.4464035,1,16,192.8635996
53,30.04611997,18.61614595,American,10.27186194,0,39,400.9114189
14,25.8871511,2.51448538,Japanese,40.55426001,0,48,101.8025857
79,31.58930475,14.74193101,Italian,30.56327683,1,84,437.0783908
35,35.11800211,19.49183623,Japanese,41.17460681,1,56,249.0056499
77,36.97215226,1.043972581,American,30.89987236,1,86,233.8430346
28,31.2992477,13.64387761,Japanese,35.64099431,0,83,304.9517932
93,38.85688269,9.363082826,American,41.45326622,1,63,438.0029383
29,15.65112197,11.58350511,Italian,26.20432218,0,74,145.5666443
21,18.47929964,1.70682673,Mexican,10.10832599,0,56,159.4053054
56,42.74940016,0.860139037,Italian,43.99785984,0,97,348.6973192
10,22.90111911,13.33733321,Italian,25.2356145,1,73,107.7497047
99,10.915753,16.4661886,Mexican,29.84170904,1,73,442.9207013
23,16.15164599,15.6403067,Japanese,10.31066569,1,69,247.2031429
73,18.94457738,10.87611456,Mexican,29.68368041,0,99,246.4845497
47,48.29291552,1.997336423,Japanese,49.45949606,1,87,206.7248048
46,32.92165716,13.76088888,Japanese,21.13070643,0,75,359.1215615
20,47.30922962,4.837777671,American,25.81673081,0,42,33.86572806
86,33.00653402,18.22137406,American,37.48759986,0,22,378.5792732
12,29.17417761,16.76530719,Mexican,42.5917467,0,26,81.61933104
42,22.54910765,14.18765934,Italian,26.69566496,0,57,283.679517
15,34.25483778,18.97691912,Mexican,22.38675482,0,36,188.1066823
59,15.56792098,0.62843643,Japanese,47.513032,1,5,152.4383726
19,45.93046509,14.7240085,American,37.08579867,0,64,141.7841522
14,43.17329621,6.604855587,Mexican,14.76085218,1,5,87.77458858
32,22.70125792,18.12131771,Mexican,12.75711513,0,49,340.7090042
19,48.1119011,5.333503933,American,29.34199403,1,21,301.7396333
53,43.0080307,14.49712999,American,18.80360264,1,87,284.9687753
11,36.65227543,17.55294039,American,20.15939014,1,24,272.9846978
22,14.87047645,0.833136368,Japanese,45.10768715,1,78,66.30830262
49,29.12936092,7.952951592,American,13.58264097,0,89,261.6709091
11,30.24430219,15.24618064,Italian,38.61456461,0,71,114.0934273
93,19.30205433,9.09837779,Mexican,20.84569014,0,50,389.5409924
74,13.19861577,5.345052596,American,40.41312886,0,87,343.9382796
72,41.06894522,4.396106976,American,38.89645538,1,47,352.4224584
82,14.88140208,2.630365338,Japanese,10.29567606,1,69,232.8624582
26,33.77163002,17.1425912,Japanese,30.36541652,1,98,204.5062031
18,47.45796696,11.50710807,Mexican,15.5727793,0,64,147.9712087
84,45.0442077,1.5276989,Italian,44.64908122,1,59,239.0811604
24,21.11010495,7.651606471,Mexican,44.86343531,0,45,151.9142486
33,44.0579455,7.354673016,American,26.7338323,1,35,162.1793239
47,10.01330024,3.634783814,Italian,27.77582474,1,57,133.5663818
44,10.70751238,8.710152509,Italian,22.13131758,1,75,238.6227594
58,34.10212655,6.641987308,Italian,38.66425196,1,37,306.182215
78,24.59192877,6.83607411,Italian,24.34645452,1,10,286.8389313
71,25.45843365,14.78053116,Mexican,20.71169898,0,11,321.8223496
69,32.57764363,4.46526771,Japanese,27.28924238,1,41,346.8057992
59,17.67129822,12.83719918,Japanese,13.65950074,0,38,281.8251634
87,18.47021403,11.41299248,American,39.86412819,0,70,369.9691039
84,29.38406348,11.36185025,Japanese,10.50385605,0,10,320.9757559
18,40.17014177,13.26014692,Japanese,35.77940246,0,35,188.8383018
43,34.77991006,10.96764072,Japanese,17.31458107,0,51,323.6103599
85,21.89420193,17.5851023,Japanese,19.29616185,0,30,296.138161
44,27.2134871,13.51160184,American,35.42527995,0,32,341.4194508
10,16.82659034,10.93926503,Mexican,49.71773863,0,12,139.1802368
49,12.98519257,16.59526241,Italian,41.10869956,1,17,229.9531199
73,41.30784163,12.1229313,Japanese,19.03358529,1,40,249.3120337
31,20.61549637,5.822884956,Mexican,17.0409902,0,57,110.2287675
69,17.11065551,4.141898364,Japanese,44.64931481,0,55,312.2125517
73,37.66472222,3.046555713,Japanese,27.76735792,0,23,272.4822043
81,34.72206697,17.98910425,Italian,15.48211211,1,72,379.9730719
